Participant Number,Swing Number,Swing Start Time (s),Swing End Time (s),FPV Impact Frame,FPV Impact Timestamp (s),Front-View Impact Frame,Front-View Impact Timestamp (s),Timestamp Offset (s),Total Distance (m),Carry Distance (m),Ball Speed (m/s),Club Speed (m/s),Launch Angle (deg),Horizontal Launch Angle (deg),Clubface Angle (deg),Backspin (rpm),Sidespin (rpm),Lateral Distance (m)
21,16,1763028197.872979,1763028203.010538,-,-,90,1763028200.875276,-,121.07,110.94,40.9,32.1,24.8,L 1.4,-1.9,6691,-123,L 6.7
21,17,1763028215.388716,1763028220.989967,-,-,94,1763028218.522807,-,123.96,113.2,41.8,31.2,21.9,L 1.1,-1.5,6165,-73,L 5.4
21,18,1763028233.632878,1763028237.768525,-,-,96,1763028236.834671,-,118.4,105.48,40.4,27.7,18.8,L 4.4,-4.6,4761,-391,L 16.1
21,19,1763028252.712815,1763028257.816653,-,-,97,1763028255.94865,-,109.4,98.91,38.2,28.6,22.1,R 0.0,-0.4,5462,-98,L 2.5
21,20,1763028272.027594,1763028277.297682,-,-,97,1763028275.263346,-,109.3,99.52,37.6,29.8,29.7,R 7.5,6.8,7006,267,R 24.6
21,21,1763028292.441461,1763028298.67938,-,-,98,1763028295.710494,-,120.87,111.22,40.9,31.9,27.5,R 1.4,1.2,7244,134,R 8.4
21,22,1763028311.756877,1763028317.325978,-,-,95,1763028314.924954,-,112.08,101.66,38.7,28.1,23.4,L 1.3,-1.6,5994,-121,L 5.6
21,23,1763028334.871902,1763028340.309232,-,-,95,1763028338.040896,-,120.3,109.96,40.6,31.2,25.5,L 0.8,-1.1,6784,-31,L 4.1
21,24,1763028353.785594,1763028359.192461,-,-,96,1763028356.987637,-,121.93,112.13,41.2,31.4,24.5,L 0.8,-1.3,6662,-107,L 5.2
21,25,1763028374.200497,1763028379.770061,-,-,98,1763028377.468863,-,119.39,109.23,40.7,30.7,23.1,L 3.0,-3.1,6267,-122,L 10.0
21,26,1763028394.314732,1763028400.153471,-,-,96,1763028397.517108,-,113.38,103.31,39.2,33.8,22.7,L 1.7,-2.2,5918,-186,L 7.3
21,27,1763028413.662848,1763028418.732844,-,-,98,1763028416.931786,-,108.87,97.83,37.9,29.1,22,L 1.1,-1.3,5315,-24,L 4.1
21,28,1763028433.843278,1763028439.180331,-,-,96,1763028437.04552,-,114.35,104.85,39.3,30.4,26.3,R 0.0,-0.3,6718,-15,L 1.7
21,29,1763028452.858198,1763028457.892775,-,-,97,1763028456.092335,-,104.22,90.04,37.1,32.2,17.8,L 4.9,-5,4394,-392,L 14.4
21,30,1763028474.372366,1763028480.109873,-,-,96,1763028477.574717,-,120.53,110.24,40.7,31.2,25.4,R 0.5,0,6765,-62,L 1.5
21,31,1763028494.153287,1763028498.289334,-,-,99,1763028497.455438,-,106.17,92.52,37.5,32.8,18.6,L 3.9,-5.3,4565,-338,L 12.3
21,32,1763028511.566943,1763028517.136997,-,-,97,1763028514.802232,-,117.7,108.02,40,31,26.7,R 1.4,1.3,6925,164,R 9.0
21,33,1763028670.213171,1763028675.917928,-,-,94,1763028673.34881,-,94.18,81.58,34.3,25.2,21.1,R 2.0,1.3,4319,-106,R 1.5
21,34,1763028689.927249,1763028695.164709,-,-,95,1763028693.09635,-,117.25,107.15,39.8,30.9,26.8,R 1.3,1,6916,95,R 6.7
21,35,1763028708.176564,1763028713.713687,-,-,95,1763028711.344381,-,125.56,113.94,41.8,27.3,20.6,L 1.7,-1.7,5776,-6,L 4.5
21,36,1763028727.653957,1763028732.858375,-,-,94,1763028730.790131,-,117.69,107.46,40,30.7,25.4,L 0.2,-0.7,6662,-71,L 3.2
21,37,1763028748.669846,1763028754.106911,-,-,92,1763028751.738716,-,124.75,114.27,41.7,31.6,23.7,L 3.4,-3.5,6559,-164,L 12.0
21,38,1763028769.386949,1763028775.025738,-,-,96,1763028772.588071,-,113.29,102.69,39.1,29.2,21.8,L 1.8,-1.8,5587,30,L 2.1
21,39,1763028790.198209,1763028796.470767,-,-,98,1763028793.501395,-,-,-,-,-,-,-,-,-,-,-
21,40,1763028891.973006,1763028897.676857,-,-,96,1763028895.174947,-,113.15,103.58,38.9,30.6,28.7,R 4.1,3.5,7103,91,R 13.0
21,41,1763028916.49099,1763028922.529717,-,-,95,1763028919.65923,-,109.26,98.34,37.9,34.1,22.3,L 0.9,-0.5,5438,290,R 6.4
21,42,1763028935.703868,1763028941.375099,-,-,98,1763028938.973494,-,116.7,104.51,40,35.3,19.9,L 5.2,-5.7,5502,-314,L 16.4
21,43,1763028956.018728,1763028961.792877,-,-,96,1763028959.221044,-,116.02,105.14,39.7,29.8,22.2,L 2.0,-2.3,5888,-183,L 7.9
21,44,1763028981.770642,1763028987.474696,-,-,96,1763028984.972923,-,116.62,105.84,39.7,33.7,22.2,R 0.5,0.3,5887,100,R 4.5
21,45,1763029002.051915,1763029007.422582,-,-,93,1763029005.154224,-,117.65,107.18,40.3,27.5,22.4,L 1.1,-1.6,6056,-87,L 5.3
21,46,1763029023.267236,1763029028.90586,-,-,98,1763029026.536241,-,115.41,104.63,39.8,35.1,21.6,L 0.1,-1,5706,-175,L 3.9
21,47,1763029041.883468,1763029046.21856,-,-,95,1763029045.051397,-,118.51,108.3,40.2,31.1,26.2,R 0.7,0.3,6873,-21,L 0.2
21,48,1763029061.095135,1763029066.265282,-,-,89,1763029064.064018,-,121.31,111.1,41.2,31.2,23.5,L 0.8,-1.3,6438,-100,L 5.0
21,49,1763029081.809256,1763029087.546776,-,-,96,1763029085.011549,-,113.7,103.44,39.1,27.2,24.3,R 0.0,0,6278,107,R 3.7
21,50,1763029104.125287,1763029109.595885,-,-,96,1763029107.327586,-,120.11,109.88,40.5,30.9,24.6,L 2.0,-2,6578,26,L 2.5
21,51,1763029123.239343,1763029128.910002,-,-,96,1763029126.441277,-,119.97,109.89,40.5,31,25.1,R 0.8,0.4,6677,5,R 2.2
21,52,1763029144.755447,1763029150.158514,-,-,94,1763029147.890636,-,117.78,107.9,40.4,30.6,23.5,L 0.5,-1,6320,-95,L 3.9
21,53,1763029167.470759,1763029171.439933,-,-,94,1763029170.60598,-,115.42,103.21,39.5,29.1,20,L 6.6,-6.8,5049,-353,L 19.4
21,54,1763029193.288648,1763029198.793521,-,-,99,1763029196.591963,-,99.04,89.28,35.6,32.7,24.8,R 4.9,2.4,5545,-87,R 7.6
21,55,1763029264.940976,1763029269.811135,-,-,96,1763029268.143284,-,113.68,99.56,39,32.3,18.1,L 3.7,-3.5,4551,-89,L 9.8
21,56,1763029283.455202,1763029289.392221,-,-,96,1763029286.656976,-,121.43,110.59,41.1,31.6,21.1,L 5.1,-5.2,5795,-335,L 17.6
21,57,1763029304.069155,1763029310.073494,-,-,98,1763029307.338178,-,112.6,102.83,38.7,30.1,27,R 1.5,1.3,6733,111,R 7.2
21,58,1763029323.083493,1763029329.32079,-,-,97,1763029326.318866,-,117.91,108.03,40,30.7,25,R 1.4,1.3,6595,143,R 8.0
21,59,1763029343.798966,1763029349.068454,-,-,92,1763029346.867235,-,120.41,110.07,40.7,34.2,25.5,L 0.8,-1.7,6801,-116,L 5.3
21,60,1763029363.644904,1763029369.551331,-,-,98,1763029366.914337,-,121.51,111.37,41,32,27.7,R 0.2,0,7297,35,R 3.2
21,61,1763029385.461905,1763029391.166147,-,-,97,1763029388.697038,-,120.38,109.43,40.9,30.7,22.1,L 2.4,-3,6094,-173,L 9.2
21,62,1763029407.043967,1763029412.147294,-,-,95,1763029410.212604,-,106.81,94.46,37.8,27.8,19.7,L 3.6,-3.9,4818,-332,L 11.9
21,63,1763029427.192576,1763029433.331361,-,-,98,1763029430.460475,-,117.18,107.46,39.9,31.3,28.1,R 2.6,2.5,7204,192,R 13.0
21,64,1763029448.574587,1763029453.911102,-,-,96,1763029451.77662,-,109.28,99.28,38.1,26.5,25.6,L 0.1,-0.5,6338,-43,L 2.2
21,65,1763030141.404877,1763030146.675331,62,1763030144.651877,94,1763030144.540445,-0.11,113.3,100,38.9,28.4,18.9,L 3.8,-3.6,4705,-44,L 10.0
21,66,1763030168.457651,1763030173.929975,63,1763030171.765804,94,1763030171.62662,-0.14,120.31,110.13,40.7,34.1,25,L 2.3,-3.9,6696,-178,L 9.4
21,67,1763030187.27278,1763030193.675522,64,1763030190.62549,96,1763030190.474468,-0.15,109.53,98.88,38.2,28.7,22.5,L 0.3,-0.7,5574,-29,L 2.4
21,68,1763030207.386746,1763030213.558367,66,1763030210.885897,100,1763030210.721961,-0.16,116.35,106.21,40,34.5,23.3,L 2.9,-4.4,6219,-203,L 10.3
21,69,1763030228.799953,1763030234.571878,63,1763030232.146817,95,1763030231.969989,-0.18,113.42,102.79,39.3,27.6,21.8,L 0.8,-1.3,5618,-146,L 4.8
21,70,1763030249.916449,1763030254.352774,64,1763030253.307687,97,1763030253.151933,-0.16,108.88,97.43,38,28.3,21.2,L 2.9,-3,5091,-166,L 8.7
21,71,1763030270.599797,1763030276.602037,66,1763030274.118376,100,1763030273.934353,-0.18,109.98,100.43,38.1,29.6,26.9,R 0.2,0,6599,20,R 2.4
21,72,1763030290.445364,1763030295.849303,63,1763030293.8285,95,1763030293.614309,-0.21,113.77,103.88,39.3,30,24.3,L 0.5,-0.8,6305,-19,L 2.8
21,73,1763030310.292848,1763030315.830352,60,1763030313.538624,91,1763030313.3285,-0.21,115.34,105.05,39.6,30.2,24.4,L 1.0,-1.3,6389,-44,L 4.5
21,74,1763030328.807912,1763030334.444344,63,1763030332.148182,96,1763030332.008645,-0.14,111.77,102.07,38.5,30,27.4,R 1.1,1.1,6780,173,R 8.2
21,75,1763030350.890794,1763030356.061815,59,1763030354.009411,89,1763030353.858525,-0.15,113.17,101.83,39,29,21.4,L 4.7,-5,5409,-289,L 14.7
21,76,1763030371.135209,1763030376.674308,64,1763030374.46992,97,1763030374.372406,-0.1,111.3,101.2,38.6,29.6,25.5,R 0.8,0.3,6408,-49,L 0.2
21,77,1763030391.68485,1763030397.222953,64,1763030395.030481,97,1763030394.919813,-0.11,104.44,93.58,36.9,29.4,22.4,L 1.6,-1.9,5179,-116,L 5.6
21,78,1763030413.63449,1763030419.738082,65,1763030416.991761,98,1763030416.903236,-0.09,116.52,106.42,39.6,30.6,26,R 1.1,0.9,6726,105,R 6.5
21,79,1763030433.947843,1763030439.552625,63,1763030437.252168,95,1763030437.117541,-0.13,116.96,106.79,39.8,31.2,28.4,R 2.2,1.7,7220,47,R 8.1
21,80,1763030455.697596,1763030461.638503,64,1763030459.013345,96,1763030458.899834,-0.11,110.08,100.5,38.1,29.5,26.5,R 1.1,0.8,6517,72,R 5.5
21,81,1763030478.680371,1763030484.117967,66,1763030482.125216,99,1763030481.98276,-0.14,114.94,104.87,39.2,30.3,26.3,R 2.2,1.7,6700,54,R 7.8
21,82,1763030501.096892,1763030506.567495,62,1763030504.336625,92,1763030504.199131,-0.14,112.8,102.28,38.9,29.4,23.1,L 1.0,-1.5,5986,-132,L 5.2
21,83,1763030522.5123,1763030527.649374,62,1763030525.797648,93,1763030525.6479,-0.15,11.75,102,38.5,29.7,26.1,R 0.0,-0.2,6521,31,R 2.1
21,84,1763030544.928282,1763030550.465794,63,1763030548.20916,95,1763030548.096746,-0.11,120.22,109.4,40.8,30.8,22.9,L 3.1,-3.4,6261,-183,L 10.9
21,85,1763030565.143177,1763030569.211987,62,1763030568.369515,92,1763030568.244856,-0.12,106.88,95.49,37.5,26.3,21.5,L 2.9,-3,5038,-170,L 8.6
21,86,1763030586.558549,1763030590.594464,59,1763030589.680461,89,1763030589.527094,-0.15,111.31,101.34,38.6,29.7,25.8,L 2.3,-2.5,6477,-80,L 7.7
21,87,1763030605.805553,1763030611.042733,60,1763030608.990379,91,1763030608.841073,-0.15,112.52,102.53,38.6,29.9,26.9,R 1.5,1.4,6684,162,R 8.6
21,88,1763030625.520177,1763030631.123639,63,1763030628.85058,96,1763030628.721587,-0.13,114.76,104.81,39.3,30.3,26.2,L 2.4,-2.6,6688,-88,L 8.3
21,89,1763030644.199335,1763030649.403716,63,1763030647.510164,95,1763030647.368004,-0.14,117.63,106.45,40.1,30.1,22.5,L 3.2,-3.4,6048,-159,L 10.5
21,90,1763030662.14611,1763030667.516664,62,1763030665.419363,93,1763030665.248381,-0.17,110.98,101.05,38.6,29.5,24.8,L 2.4,-2.7,6291,-142,L 8.3
21,91,1763030684.628317,1763030689.899346,61,1763030687.880901,93,1763030687.729376,-0.15,121.28,111.34,41,31.4,25.2,L 0.1,-0.6,6787,-71,L 3.0
21,92,1763030704.443213,1763030709.713513,61,1763030707.691076,92,1763030707.512051,-0.18,110.09,99.24,38.4,28,22.2,L 2.2,-2.6,5529,-183,L 7.8
21,93,1763030724.357462,1763030728.493775,64,1763030727.701354,96,1763030727.559764,-0.14,100.4,90.58,36,27.5,24.5,L 1.1,-1.5,5608,-91,L 4.4
21,94,1763030742.405686,1763030747.576213,64,1763030745.76063,97,1763030745.640167,-0.12,119.69,109.86,40.5,27.3,24.5,L 1.0,-1.2,6544,24,L 0.3
21,95,1763030760.985981,1763030766.488911,64,1763030764.320163,96,1763030764.187999,-0.13,111.04,101.32,38.4,30.2,28.6,R 0.1,-0.1,6970,27,R 2.4
21,96,1763030778.89658,1763030784.16712,62,1763030782.179336,94,1763030782.031456,-0.15,113.3,102.6,39.1,29.3,22.3,L 4.3,-4.2,5736,-178,L 12.3
21,97,1763030795.644681,1763030800.845512,59,1763030798.787867,89,1763030798.645168,-0.14,115.65,105.33,39.7,35.1,24.1,L 2.9,-4.1,6347,-159,L 9.8
21,98,1763030813.25523,1763030818.391769,58,1763030816.346886,87,1763030816.189881,-0.16,121.28,110.92,40.9,31.7,26.9,L 1.3,-1.6,7109,-20,L 5.3
21,99,1763030832.668809,1763030837.939195,60,1763030835.856907,91,1763030835.704266,-0.15,120.05,109.83,40.6,31.3,26,R 0.1,-0.2,6883,-29,L 1.8
21,100,1763030853.252202,1763030858.722646,61,1763030856.517519,93,1763030856.353607,-0.16,117.73,107.75,40,31.1,27,L 1.7,-1.8,7000,37,L 1.6
21,101,1763030872.663599,1763030877.834566,60,1763030875.877463,91,1763030875.699739,-0.18,124.53,114.45,41.8,32.5,27,L 3.6,-3.8,7286,-101,L 12.3
21,102,1763030893.178842,1763030898.717012,62,1763030896.48805,94,1763030896.314467,-0.17,118.9,109.16,41,26.6,29.2,R 1.1,1.1,7611,165,R 9.2
21,103,1763030911.391696,1763030917.062813,64,1763030914.747428,97,1763030914.626615,-0.12,117.19,106.27,39.8,30.1,23.3,L 7.4,-7.2,6172,-271,L 21.0
21,104,1763030934.207558,1763030940.048693,66,1763030937.659197,99,1763030937.510892,-0.15,121.26,111.03,40.8,31.2,24.9,L 2.3,-2.1,6670,101,L 1.1
22,1,1761290175.220445,1761290179.292256,29,1761290176.505193,44,1761290176.688078,0.18,120.03,103.82,40.7,33,21.9,L 2.8,-2.7,6323,-62,L 0.9
22,2,1761290194.232471,1761290199.435608,48,1761290196.43025,73,1761290196.667935,0.24,131.41,120.72,43.5,32.6,22.2,R 2.1,1.6,6479,6,R 5.9
22,3,1761290216.447249,1761290221.784089,54,1761290218.958583,82,1761290219.182379,0.22,136.7,125.99,44.6,32.5,22.4,L 0.1,-0.4,6679,-7,L 0.5
22,4,1761290239.062005,1761290244.465541,56,1761290241.687167,85,1761290241.897182,0.21,143.3,125.4,47.1,32.6,17.4,L 0.8,-1.3,4606,-281,L 9.8
22,5,1761290287.293255,1761290293.363964,60,1761290290.098049,91,1761290290.328618,0.23,125.47,114.99,41,37.2,24.6,L 0.8,-1,6773,12,0.0
22,6,1761290311.709439,1761290317.046568,55,1761290314.278459,83,1761290314.477455,0.2,130.16,119.54,43.1,32.6,23.2,R 0.3,-0.1,6677,-92,L 2.5
22,7,1761290375.952864,1761290381.456557,57,1761290378.609363,86,1761290378.821501,0.21,127.51,117.19,42.5,32.4,24.6,R 0.6,0.1,6872,-79,L 1.7
22,8,1761290397.867172,1761290401.503918,33,1761290399.385491,51,1761290399.567868,0.18,130.99,120.53,43.2,37.2,24.3,R 0.9,0.6,6923,56,R 5.0
22,9,1761290420.815996,1761290425.718076,40,1761290422.664768,60,1761290422.850047,0.19,162.71,131.75,46,23.5,23.5,R 0.7,1.1,7024,325,R 17.0
22,10,1761290444.031681,1761290448.401349,36,1761290445.69373,55,1761290445.866271,0.17,141.06,130.07,45.8,34.2,21.6,R 0.2,-0.1,4566,-95,L 3.3
22,11,1761290466.246336,1761290470.550361,41,1761290468.121936,63,1761290468.348387,0.23,149.13,137.96,67.9,40.5,21.8,R 0.0,-0.6,6673,-172,L 5.8
22,12,1761290541.063402,1761290546.767264,59,1761290543.817132,89,1761290544.03225,0.22,129.35,119.18,43,22.5,23.6,L 0.5,-0.9,6716,-89,L 4.5
22,13,1761290558.710832,1761290563.746325,54,1761290561.239042,82,1761290561.445376,0.21,137.2,121.67,43.5,31.5,24.7,R 0.3,0.3,7054,157,R 7.5
22,14,1761290578.454964,1761290584.959469,69,1761290581.764856,105,1761290581.957314,0.19,128.33,127.71,45.1,34.5,23.2,R 2.4,2.1,7396,107,R 11.6
22,15,1761290598.004255,1761290603.108335,57,1761290600.738718,87,1761290600.905376,0.17,132.19,121.45,43.8,32.5,23.9,L 0.1,-0.3,6192,25,R 2.4
22,16,1761290625.052393,1761290630.923781,59,1761290627.822779,90,1761290628.05529,0.23,139.84,129.17,45.5,34.1,22,L 0.9,-1.1,6641,-36,L 5.2
22,17,1761290657.508204,1761290663.512239,58,1761290660.263578,88,1761290660.443506,0.18,142.11,131.69,46.1,34.9,23.6,L 1.3,-1.4,7045,21,L 0.7
22,18,1761290681.158209,1761290684.995421,33,1761290682.691784,51,1761290682.858971,0.17,140.24,129.1,45.6,33,21.3,R 1.7,1.6,6469,165,R 12.4
22,19,1761290701.77179,1761290705.873502,33,1761290703.217597,50,1761290703.439068,0.22,167.47,136.79,67.5,34.9,26.5,R 1.3,1.3,7322,105,R 13.0
22,20,1761290725.153786,1761290729.056704,27,1761290726.396748,42,1761290726.554175,0.16,147.34,126.02,47.4,25,23.2,R 0.5,0,4995,-103,L 3.2
22,21,1761290743.999272,1761290747.468579,23,1761290745.020169,36,1761290745.200409,0.18,123.31,129.02,45.2,33.1,24.6,L 0.8,-0.8,7266,89,R 2.8
22,22,1761290762.780611,1761290768.319796,45,1761290764.845102,68,1761290765.048275,0.2,125.05,124.04,44.4,33.7,23.9,L 1.6,-1.9,7010,-26,L 7.0
22,23,1761290792.665407,1761290796.668087,23,1761290793.681367,35,1761290793.83288,0.15,123.18,127.69,49,32.6,24.1,R 1.4,1.5,7123,216,R 13.2
22,24,1761290810.744509,1761290815.313608,39,1761290812.50504,59,1761290812.745567,0.24,131.9,121.44,43.4,33.2,23.7,R 0.0,0.1,6010,230,R 9.5
22,25,1761290831.791844,1761290836.961877,40,1761290833.631609,61,1761290833.826422,0.19,142.11,131.69,46.1,33,23.6,L 1.1,-1.3,7056,31,L 0.1
22,26,1761290853.439354,1761290858.476204,37,1761290855.108619,56,1761290855.307267,0.2,143.07,131.07,46.4,41.2,23.5,L 1.7,-1.6,6282,74,L 0.2
22,27,1761290873.786651,1761290879.622931,39,1761290875.534307,59,1761290875.754277,0.22,139.11,125.49,44.8,39,17.8,L 3.4,-3.4,4720,-320,L 13.4
22,28,1761290895.834582,1761290900.437613,41,1761290897.762261,63,1761290897.935945,0.17,132.99,122.51,43.7,33.1,23.5,R 0.6,0.3,6026,47,R 4.7
22,29,1761290916.214662,1761290921.885356,40,1761290918.087823,61,1761290918.248979,0.16,126.31,112.22,41.8,32,17,L 1.5,-1.3,4456,106,R 0.6
22,30,1761290935.529248,1761290939.83065,30,1761290936.861433,46,1761290937.063062,0.2,137.91,127.6,45,29.6,23.2,L 2.1,-2.1,6925,-6,L 6.2
22,31,1761290953.573729,1761290958.775583,54,1761290956.135673,82,1761290956.307999,0.17,126.77,126.39,44.7,33.4,22,L 0.1,-0.2,6585,84,R 4.1
22,32,1761290975.254441,1761290979.059117,31,1761290976.611423,47,1761290976.822152,0.21,143.61,132.5,46.4,35.12,23.4,L 1.3,-1.6,7207,-49,L 4.9
22,33,1761290999.905948,1761291004.610214,41,1761291001.843155,62,1761291001.972779,0.13,117.64,93.7,42.9,35,10.1,L 2.6,-5.1,3969,-447,L 11.7
22,34,1761291087.296161,1761291092.766545,55,1761291089.903903,83,1761291090.064745,0.16,137.07,126.31,46,32.4,22.2,L 1.1,-1.4,6646,-70,L 6.3
22,35,1761291107.343107,1761291112.212687,47,1761291109.502715,71,1761291109.711199,0.21,128.16,117.84,42.8,32.1,22.5,L 0.1,-3.6,6440,-17,L 0.6
22,36,1761291125.322272,1761291129.257569,35,1761291126.945696,54,1761291127.123195,0.18,123.93,125.35,45.2,33.2,23.6,R 1.1,1,7034,103,R 0.2
22,37,1761291144.236499,1761291148.871674,45,1761291146.29337,68,1761291146.504061,0.21,128.77,118.58,42.7,31.2,23.5,R 0.7,0.4,6463,56,R 5.0
22,38,1761291163.680719,1761291167.950255,36,1761291165.390427,54,1761291165.515331,0.12,134.42,123.4,43.9,39,23.4,R 1.8,1.5,6807,97,R 9.2
22,39,1761291184.262419,1761291189.464916,41,1761291186.191683,63,1761291186.363517,0.17,133.03,122.25,43.9,33.4,22,R 0.9,0.5,6483,13,R 4.6
22,40,1761291204.741614,1761291209.61146,46,1761291206.942816,69,1761291207.076465,0.13,135.09,123.68,44.3,31.3,21.5,L 0.8,-0.9,6421,78,R 2.1
22,41,1761291226.556719,1761291230.79164,38,1761291228.345554,58,1761291228.490817,0.15,144.11,133.22,46.5,33.3,23.6,R 0.8,-0.1,7073,53,R 4.0
22,42,1761291247.538229,1761291252.040761,41,1761291249.44755,61,1761291249.605728,0.16,132.29,121.45,43.4,32.7,22.4,R 1.5,0.9,6537,-59,R 0.3
22,43,1761291266.550465,1761291270.452522,39,1761291268.344113,60,1761291268.55173,0.21,132.61,121.97,43.7,32.1,23.6,L 0.2,-0.6,6040,-69,L 3.7
22,44,1761291297.104262,1761291301.64322,37,1761291298.819206,56,1761291298.971864,0.15,129.21,118.22,43.2,30.8,19.9,L 0.1,-0.6,6280,-120,L 3.8
22,45,1761291316.18345,1761291320.955713,44,1761291318.317251,67,1761291318.419232,0.1,123.06,117.44,43,32,23.9,R 1.0,0.3,4057,-100,L 0.0
22,46,1761291334.394876,1761291338.631828,35,1761291336.01085,54,1761291336.195965,0.19,139.65,129.13,45.5,40.6,24.7,L 0.7,-0.9,7320,16,R 0.7
22,47,1761291354.112115,1761291358.680308,38,1761291355.859759,57,1761291356.046122,0.19,132.11,122.06,44.3,32.6,26.1,R 8.3,0.1,7526,66,R 4.9
22,48,1761291393.035491,1761291397.338506,39,1761291394.855849,60,1761291395.036855,0.18,132,122.07,43.6,32.3,24.4,R 0.0,0,7206,122,R 5.4
22,49,1761291410.347462,1761291415.751177,40,1761291412.198582,61,1761291412.382208,0.18,135.05,123.06,44.5,33.4,21.6,L 2.4,-2.8,6484,-207,L 11.2
22,50,1761291428.493338,1761291433.531413,37,1761291430.192922,56,1761291430.361266,0.17,131.31,114.43,43.9,20.5,12.9,L 1.2,-1.5,4145,-137,L 6.0
22,51,1761292236.880312,1761292241.817057,-,-,63,1761292238.981796,-,130.19,119.29,43,32.2,23.1,L 2.6,-3.7,6620,-211,L 13.6
22,52,1761292255.359836,1761292260.262169,-,-,63,1761292257.460876,-,140.04,129.02,45.8,34.1,21.3,L 0.5,-0.9,4472,-106,L 5.2
22,53,1761292271.303873,1761292275.374802,-,-,59,1761292273.27195,-,140.03,130.29,45.7,32.7,23.3,R 1.0,0.7,6967,51,R 6.5
22,54,1761292286.981544,1761292291.450464,-,-,63,1761292289.115642,-,136.44,125.83,44.7,33.6,22.7,L 0.9,-1.3,6771,-95,L 6.1
22,55,1761292303.961886,1761292307.896555,-,-,38,1761292305.229101,-,130.37,120.15,43.1,20.4,23.2,R 0.8,0.4,6679,4,R 2.3
22,56,1761292322.006323,1761292326.141904,-,-,60,1761292324.007445,-,139.34,120.7,45.33,34.9,22.4,R 0.3,0.1,6981,41,R 6.3
22,57,1761292341.318242,1761292345.590014,-,-,58,1761292343.252451,-,133.99,123.53,44.1,33.4,23.5,R 0.0,-0.3,6577,-54,L 2.9
22,58,1761292360.932287,1761292365.135632,-,-,58,1761292362.867837,-,144.16,132.5,46.5,22.3,22.5,R 1.1,0.9,6790,90,R 0.2
22,59,1761292378.244823,1761292382.750177,-,-,57,1761292380.145756,-,135.06,124.06,44.3,40.3,22.9,R 1.6,1.1,7000,15,R 6.8
22,60,1761292397.690439,1761292401.927893,-,-,64,1761292399.826659,-,142.13,132.11,67.1,41.1,25.7,R 1.7,1.3,7593,40,R 0.6
22,61,1761292415.136654,1761292419.439592,-,-,49,1761292416.771114,-,147.39,136.61,47.5,26.2,24.2,R 0.8,0.3,7241,-12,R 2.1
22,62,1761292432.382023,1761292436.818854,-,-,61,1761292434.41662,-,146.97,136.24,47.5,36.8,23.8,R 0.5,-0.4,7134,-84,L 2.8
22,63,1761292449.696739,1761292454.565637,-,-,63,1761292451.797098,-,133.06,127.7,45.2,33.8,21.9,R 0.7,0.2,6617,-15,L 2.0
22,64,1761292466.706576,1761292471.208388,-,-,62,1761292468.807463,-,147.6,137.17,47.6,35.2,22.8,R 0.3,0,7146,-6,R 0.9
22,65,1761292484.718176,1761292489.021127,-,-,63,1761292486.819695,-,142.5,131.44,66.1,33.7,24.6,R 0.5,0.2,7295,44,R 1.0
22,66,1761292501.931304,1761292507.334834,-,-,68,1761292504.198889,-,140.33,129.83,45.6,34.6,23.9,R 0.0,0.2,7123,212,R 9.8
22,67,1761292519.544912,1761292523.81264,-,-,57,1761292521.445078,-,147.78,137.44,47.7,33.3,23,R 0.1,-0.1,4951,-18,L 2.3
22,68,1761292537.056853,1761292541.492351,-,-,60,1761292539.057221,-,133.15,122.6,43.9,38.7,23.3,L 0.8,-1.4,4883,-134,L 6.2
22,69,1761292555.068355,1761292559.40318,-,-,61,1761292557.102395,-,140.22,129.8,45.7,35,24.9,R 0.1,-0.1,7367,16,R 3.0
22,70,1761292570.577983,1761292574.949094,-,-,58,1761292572.512627,-,141.32,130.26,45.7,31.4,23.5,R 1.3,0.8,7009,26,R 6.8
22,71,1761292587.957765,1761292592.660262,-,-,64,1761292590.091719,-,146.92,135.97,47.3,34.3,21.9,L 1.7,-2,6637,-134,L 9.5
22,72,1761292604.63475,1761292609.871135,-,-,56,1761292606.502103,-,136.14,123.02,44.2,31.3,17.6,L 2.1,-2.1,4674,-90,L 0.2
22,73,1761292621.714709,1761292626.250449,-,-,59,1761292623.68217,-,140.53,130.13,45.7,34.3,23.8,L 0.2,-0.4,7100,60,R 3.4
22,74,1761292641.626844,1761292646.263732,-,-,59,1761292643.628581,-,137.33,126.09,45,33.2,20.1,R 0.6,0.2,6154,16,R 2.9
22,75,1761292658.939463,1761292663.776022,-,-,58,1761292660.874102,-,137.41,126.76,44.7,33.7,21.7,R 1.5,1.6,4517,317,R 16.9
22,76,1761292676.654362,1761292680.957586,-,-,64,1761292678.788555,-,141.82,130.89,45.9,33,23.7,L 1.1,-1.3,7019,34,R 0.1
22,77,1761292703.870516,1761292708.273475,-,-,59,1761292705.838518,-,137.13,126.41,44.8,33.4,25,L 0.5,-0.8,7323,22,R 1.6
22,78,1761292721.383389,1761292725.5188,-,-,59,1761292723.351092,-,137.63,126.72,44.8,33.4,21.6,L 1.3,-1.4,6510,40,L 0.2
22,79,1761292738.197971,1761292743.135369,-,-,59,1761292740.165325,-,136.5,125.97,44.6,32.7,24.1,R 0.7,0.4,7284,71,R 6.0
22,80,1761292756.740655,1761292761.276722,-,-,59,1761292758.708906,-,135.83,125.89,45.3,34.9,25.7,R 1.7,1.3,7531,27,R 8.0
